# Lightning emoji catalogue; Unicode Emoji 17.0; emojis crate 0.8.2
# emoji\tname\taliases\tcategory\tbaseEmoji\ttone
🧏🏻‍♀️	deaf woman: light skin tone		People & Body	🧏‍♀️	light
🧏🏼‍♀️	deaf woman: medium-light skin tone		People & Body	🧏‍♀️	medium-light
🧏🏽‍♀️	deaf woman: medium skin tone		People & Body	🧏‍♀️	medium
🧏🏾‍♀️	deaf woman: medium-dark skin tone		People & Body	🧏‍♀️	medium-dark
🧏🏿‍♀️	deaf woman: dark skin tone		People & Body	🧏‍♀️	dark
🙇	person bowing	bow	People & Body	🙇	default
🙇🏻	person bowing: light skin tone		People & Body	🙇	light
🙇🏼	person bowing: medium-light skin tone		People & Body	🙇	medium-light
🙇🏽	person bowing: medium skin tone		People & Body	🙇	medium
🙇🏾	person bowing: medium-dark skin tone		People & Body	🙇	medium-dark
🙇🏿	person bowing: dark skin tone		People & Body	🙇	dark
🙇‍♂️	man bowing	bowing_man	People & Body	🙇‍♂️	default
🙇🏻‍♂️	man bowing: light skin tone		People & Body	🙇‍♂️	light
🙇🏼‍♂️	man bowing: medium-light skin tone		People & Body	🙇‍♂️	medium-light
🙇🏽‍♂️	man bowing: medium skin tone		People & Body	🙇‍♂️	medium
🙇🏾‍♂️	man bowing: medium-dark skin tone		People & Body	🙇‍♂️	medium-dark
🙇🏿‍♂️	man bowing: dark skin tone		People & Body	🙇‍♂️	dark
🙇‍♀️	woman bowing	bowing_woman	People & Body	🙇‍♀️	default
🙇🏻‍♀️	woman bowing: light skin tone		People & Body	🙇‍♀️	light
🙇🏼‍♀️	woman bowing: medium-light skin tone		People & Body	🙇‍♀️	medium-light
🙇🏽‍♀️	woman bowing: medium skin tone		People & Body	🙇‍♀️	medium
🙇🏾‍♀️	woman bowing: medium-dark skin tone		People & Body	🙇‍♀️	medium-dark
🙇🏿‍♀️	woman bowing: dark skin tone		People & Body	🙇‍♀️	dark
🤦	person facepalming	facepalm	People & Body	🤦	default
🤦🏻	person facepalming: light skin tone		People & Body	🤦	light
🤦🏼	person facepalming: medium-light skin tone		People & Body	🤦	medium-light
🤦🏽	person facepalming: medium skin tone		People & Body	🤦	medium
🤦🏾	person facepalming: medium-dark skin tone		People & Body	🤦	medium-dark
🤦🏿	person facepalming: dark skin tone		People & Body	🤦	dark
🤦‍♂️	man facepalming	man_facepalming	People & Body	🤦‍♂️	default
🤦🏻‍♂️	man facepalming: light skin tone		People & Body	🤦‍♂️	light
🤦🏼‍♂️	man facepalming: medium-light skin tone		People & Body	🤦‍♂️	medium-light
🤦🏽‍♂️	man facepalming: medium skin tone		People & Body	🤦‍♂️	medium
🤦🏾‍♂️	man facepalming: medium-dark skin tone		People & Body	🤦‍♂️	medium-dark
🤦🏿‍♂️	man facepalming: dark skin tone		People & Body	🤦‍♂️	dark
🤦‍♀️	woman facepalming	woman_facepalming	People & Body	🤦‍♀️	default
🤦🏻‍♀️	woman facepalming: light skin tone		People & Body	🤦‍♀️	light
🤦🏼‍♀️	woman facepalming: medium-light skin tone		People & Body	🤦‍♀️	medium-light
🤦🏽‍♀️	woman facepalming: medium skin tone		People & Body	🤦‍♀️	medium
🤦🏾‍♀️	woman facepalming: medium-dark skin tone		People & Body	🤦‍♀️	medium-dark
🤦🏿‍♀️	woman facepalming: dark skin tone		People & Body	🤦‍♀️	dark
🤷	person shrugging	shrug	People & Body	🤷	default
🤷🏻	person shrugging: light skin tone		People & Body	🤷	light
🤷🏼	person shrugging: medium-light skin tone		People & Body	🤷	medium-light
🤷🏽	person shrugging: medium skin tone		People & Body	🤷	medium
🤷🏾	person shrugging: medium-dark skin tone		People & Body	🤷	medium-dark
🤷🏿	person shrugging: dark skin tone		People & Body	🤷	dark
🤷‍♂️	man shrugging	man_shrugging	People & Body	🤷‍♂️	default
🤷🏻‍♂️	man shrugging: light skin tone		People & Body	🤷‍♂️	light
🤷🏼‍♂️	man shrugging: medium-light skin tone		People & Body	🤷‍♂️	medium-light
🤷🏽‍♂️	man shrugging: medium skin tone		People & Body	🤷‍♂️	medium
🤷🏾‍♂️	man shrugging: medium-dark skin tone		People & Body	🤷‍♂️	medium-dark
🤷🏿‍♂️	man shrugging: dark skin tone		People & Body	🤷‍♂️	dark
🤷‍♀️	woman shrugging	woman_shrugging	People & Body	🤷‍♀️	default
🤷🏻‍♀️	woman shrugging: light skin tone		People & Body	🤷‍♀️	light
🤷🏼‍♀️	woman shrugging: medium-light skin tone		People & Body	🤷‍♀️	medium-light
🤷🏽‍♀️	woman shrugging: medium skin tone		People & Body	🤷‍♀️	medium
🤷🏾‍♀️	woman shrugging: medium-dark skin tone		People & Body	🤷‍♀️	medium-dark
🤷🏿‍♀️	woman shrugging: dark skin tone		People & Body	🤷‍♀️	dark
🧑‍⚕️	health worker	health_worker	People & Body	🧑‍⚕️	default
🧑🏻‍⚕️	health worker: light skin tone		People & Body	🧑‍⚕️	light
🧑🏼‍⚕️	health worker: medium-light skin tone		People & Body	🧑‍⚕️	medium-light
🧑🏽‍⚕️	health worker: medium skin tone		People & Body	🧑‍⚕️	medium
🧑🏾‍⚕️	health worker: medium-dark skin tone		People & Body	🧑‍⚕️	medium-dark
🧑🏿‍⚕️	health worker: dark skin tone		People & Body	🧑‍⚕️	dark
👨‍⚕️	man health worker	man_health_worker	People & Body	👨‍⚕️	default
👨🏻‍⚕️	man health worker: light skin tone		People & Body	👨‍⚕️	light
👨🏼‍⚕️	man health worker: medium-light skin tone		People & Body	👨‍⚕️	medium-light
👨🏽‍⚕️	man health worker: medium skin tone		People & Body	👨‍⚕️	medium
👨🏾‍⚕️	man health worker: medium-dark skin tone		People & Body	👨‍⚕️	medium-dark
👨🏿‍⚕️	man health worker: dark skin tone		People & Body	👨‍⚕️	dark
👩‍⚕️	woman health worker	woman_health_worker	People & Body	👩‍⚕️	default
👩🏻‍⚕️	woman health worker: light skin tone		People & Body	👩‍⚕️	light
👩🏼‍⚕️	woman health worker: medium-light skin tone		People & Body	👩‍⚕️	medium-light
👩🏽‍⚕️	woman health worker: medium skin tone		People & Body	👩‍⚕️	medium
👩🏾‍⚕️	woman health worker: medium-dark skin tone		People & Body	👩‍⚕️	medium-dark
👩🏿‍⚕️	woman health worker: dark skin tone		People & Body	👩‍⚕️	dark
🧑‍🎓	student	student	People & Body	🧑‍🎓	default
🧑🏻‍🎓	student: light skin tone		People & Body	🧑‍🎓	light
🧑🏼‍🎓	student: medium-light skin tone		People & Body	🧑‍🎓	medium-light
🧑🏽‍🎓	student: medium skin tone		People & Body	🧑‍🎓	medium
🧑🏾‍🎓	student: medium-dark skin tone		People & Body	🧑‍🎓	medium-dark
🧑🏿‍🎓	student: dark skin tone		People & Body	🧑‍🎓	dark
👨‍🎓	man student	man_student	People & Body	👨‍🎓	default
👨🏻‍🎓	man student: light skin tone		People & Body	👨‍🎓	light
👨🏼‍🎓	man student: medium-light skin tone		People & Body	👨‍🎓	medium-light
👨🏽‍🎓	man student: medium skin tone		People & Body	👨‍🎓	medium
👨🏾‍🎓	man student: medium-dark skin tone		People & Body	👨‍🎓	medium-dark
👨🏿‍🎓	man student: dark skin tone		People & Body	👨‍🎓	dark
👩‍🎓	woman student	woman_student	People & Body	👩‍🎓	default
👩🏻‍🎓	woman student: light skin tone		People & Body	👩‍🎓	light
👩🏼‍🎓	woman student: medium-light skin tone		People & Body	👩‍🎓	medium-light
👩🏽‍🎓	woman student: medium skin tone		People & Body	👩‍🎓	medium
👩🏾‍🎓	woman student: medium-dark skin tone		People & Body	👩‍🎓	medium-dark
👩🏿‍🎓	woman student: dark skin tone		People & Body	👩‍🎓	dark
🧑‍🏫	teacher	teacher	People & Body	🧑‍🏫	default
🧑🏻‍🏫	teacher: light skin tone		People & Body	🧑‍🏫	light
🧑🏼‍🏫	teacher: medium-light skin tone		People & Body	🧑‍🏫	medium-light
🧑🏽‍🏫	teacher: medium skin tone		People & Body	🧑‍🏫	medium
🧑🏾‍🏫	teacher: medium-dark skin tone		People & Body	🧑‍🏫	medium-dark
🧑🏿‍🏫	teacher: dark skin tone		People & Body	🧑‍🏫	dark
👨‍🏫	man teacher	man_teacher	People & Body	👨‍🏫	default
👨🏻‍🏫	man teacher: light skin tone		People & Body	👨‍🏫	light
👨🏼‍🏫	man teacher: medium-light skin tone		People & Body	👨‍🏫	medium-light
👨🏽‍🏫	man teacher: medium skin tone		People & Body	👨‍🏫	medium
👨🏾‍🏫	man teacher: medium-dark skin tone		People & Body	👨‍🏫	medium-dark
👨🏿‍🏫	man teacher: dark skin tone		People & Body	👨‍🏫	dark
👩‍🏫	woman teacher	woman_teacher	People & Body	👩‍🏫	default
👩🏻‍🏫	woman teacher: light skin tone		People & Body	👩‍🏫	light
👩🏼‍🏫	woman teacher: medium-light skin tone		People & Body	👩‍🏫	medium-light
👩🏽‍🏫	woman teacher: medium skin tone		People & Body	👩‍🏫	medium
👩🏾‍🏫	woman teacher: medium-dark skin tone		People & Body	👩‍🏫	medium-dark
👩🏿‍🏫	woman teacher: dark skin tone		People & Body	👩‍🏫	dark
🧑‍⚖️	judge	judge	People & Body	🧑‍⚖️	default
🧑🏻‍⚖️	judge: light skin tone		People & Body	🧑‍⚖️	light
🧑🏼‍⚖️	judge: medium-light skin tone		People & Body	🧑‍⚖️	medium-light
🧑🏽‍⚖️	judge: medium skin tone		People & Body	🧑‍⚖️	medium
🧑🏾‍⚖️	judge: medium-dark skin tone		People & Body	🧑‍⚖️	medium-dark
🧑🏿‍⚖️	judge: dark skin tone		People & Body	🧑‍⚖️	dark
👨‍⚖️	man judge	man_judge	People & Body	👨‍⚖️	default
👨🏻‍⚖️	man judge: light skin tone		People & Body	👨‍⚖️	light
👨🏼‍⚖️	man judge: medium-light skin tone		People & Body	👨‍⚖️	medium-light
👨🏽‍⚖️	man judge: medium skin tone		People & Body	👨‍⚖️	medium
👨🏾‍⚖️	man judge: medium-dark skin tone		People & Body	👨‍⚖️	medium-dark
👨🏿‍⚖️	man judge: dark skin tone		People & Body	👨‍⚖️	dark
👩‍⚖️	woman judge	woman_judge	People & Body	👩‍⚖️	default
👩🏻‍⚖️	woman judge: light skin tone		People & Body	👩‍⚖️	light
👩🏼‍⚖️	woman judge: medium-light skin tone		People & Body	👩‍⚖️	medium-light
👩🏽‍⚖️	woman judge: medium skin tone		People & Body	👩‍⚖️	medium
👩🏾‍⚖️	woman judge: medium-dark skin tone		People & Body	👩‍⚖️	medium-dark
👩🏿‍⚖️	woman judge: dark skin tone		People & Body	👩‍⚖️	dark
🧑‍🌾	farmer	farmer	People & Body	🧑‍🌾	default
🧑🏻‍🌾	farmer: light skin tone		People & Body	🧑‍🌾	light
🧑🏼‍🌾	farmer: medium-light skin tone		People & Body	🧑‍🌾	medium-light
🧑🏽‍🌾	farmer: medium skin tone		People & Body	🧑‍🌾	medium
🧑🏾‍🌾	farmer: medium-dark skin tone		People & Body	🧑‍🌾	medium-dark
🧑🏿‍🌾	farmer: dark skin tone		People & Body	🧑‍🌾	dark
👨‍🌾	man farmer	man_farmer	People & Body	👨‍🌾	default
👨🏻‍🌾	man farmer: light skin tone		People & Body	👨‍🌾	light
👨🏼‍🌾	man farmer: medium-light skin tone		People & Body	👨‍🌾	medium-light
👨🏽‍🌾	man farmer: medium skin tone		People & Body	👨‍🌾	medium
👨🏾‍🌾	man farmer: medium-dark skin tone		People & Body	👨‍🌾	medium-dark
👨🏿‍🌾	man farmer: dark skin tone		People & Body	👨‍🌾	dark
👩‍🌾	woman farmer	woman_farmer	People & Body	👩‍🌾	default
👩🏻‍🌾	woman farmer: light skin tone		People & Body	👩‍🌾	light
👩🏼‍🌾	woman farmer: medium-light skin tone		People & Body	👩‍🌾	medium-light
👩🏽‍🌾	woman farmer: medium skin tone		People & Body	👩‍🌾	medium
👩🏾‍🌾	woman farmer: medium-dark skin tone		People & Body	👩‍🌾	medium-dark
👩🏿‍🌾	woman farmer: dark skin tone		People & Body	👩‍🌾	dark
🧑‍🍳	cook	cook	People & Body	🧑‍🍳	default
🧑🏻‍🍳	cook: light skin tone		People & Body	🧑‍🍳	light
🧑🏼‍🍳	cook: medium-light skin tone		People & Body	🧑‍🍳	medium-light
🧑🏽‍🍳	cook: medium skin tone		People & Body	🧑‍🍳	medium
🧑🏾‍🍳	cook: medium-dark skin tone		People & Body	🧑‍🍳	medium-dark
🧑🏿‍🍳	cook: dark skin tone		People & Body	🧑‍🍳	dark
👨‍🍳	man cook	man_cook	People & Body	👨‍🍳	default
👨🏻‍🍳	man cook: light skin tone		People & Body	👨‍🍳	light
👨🏼‍🍳	man cook: medium-light skin tone		People & Body	👨‍🍳	medium-light
👨🏽‍🍳	man cook: medium skin tone		People & Body	👨‍🍳	medium
👨🏾‍🍳	man cook: medium-dark skin tone		People & Body	👨‍🍳	medium-dark
👨🏿‍🍳	man cook: dark skin tone		People & Body	👨‍🍳	dark
👩‍🍳	woman cook	woman_cook	People & Body	👩‍🍳	default
👩🏻‍🍳	woman cook: light skin tone		People & Body	👩‍🍳	light
👩🏼‍🍳	woman cook: medium-light skin tone		People & Body	👩‍🍳	medium-light
👩🏽‍🍳	woman cook: medium skin tone		People & Body	👩‍🍳	medium
👩🏾‍🍳	woman cook: medium-dark skin tone		People & Body	👩‍🍳	medium-dark
👩🏿‍🍳	woman cook: dark skin tone		People & Body	👩‍🍳	dark
🧑‍🔧	mechanic	mechanic	People & Body	🧑‍🔧	default
🧑🏻‍🔧	mechanic: light skin tone		People & Body	🧑‍🔧	light
🧑🏼‍🔧	mechanic: medium-light skin tone		People & Body	🧑‍🔧	medium-light
🧑🏽‍🔧	mechanic: medium skin tone		People & Body	🧑‍🔧	medium
🧑🏾‍🔧	mechanic: medium-dark skin tone		People & Body	🧑‍🔧	medium-dark
🧑🏿‍🔧	mechanic: dark skin tone		People & Body	🧑‍🔧	dark
👨‍🔧	man mechanic	man_mechanic	People & Body	👨‍🔧	default
👨🏻‍🔧	man mechanic: light skin tone		People & Body	👨‍🔧	light
👨🏼‍🔧	man mechanic: medium-light skin tone		People & Body	👨‍🔧	medium-light
👨🏽‍🔧	man mechanic: medium skin tone		People & Body	👨‍🔧	medium
👨🏾‍🔧	man mechanic: medium-dark skin tone		People & Body	👨‍🔧	medium-dark
👨🏿‍🔧	man mechanic: dark skin tone		People & Body	👨‍🔧	dark
👩‍🔧	woman mechanic	woman_mechanic	People & Body	👩‍🔧	default
👩🏻‍🔧	woman mechanic: light skin tone		People & Body	👩‍🔧	light
👩🏼‍🔧	woman mechanic: medium-light skin tone		People & Body	👩‍🔧	medium-light
👩🏽‍🔧	woman mechanic: medium skin tone		People & Body	👩‍🔧	medium
👩🏾‍🔧	woman mechanic: medium-dark skin tone		People & Body	👩‍🔧	medium-dark
👩🏿‍🔧	woman mechanic: dark skin tone		People & Body	👩‍🔧	dark
🧑‍🏭	factory worker	factory_worker	People & Body	🧑‍🏭	default
🧑🏻‍🏭	factory worker: light skin tone		People & Body	🧑‍🏭	light
🧑🏼‍🏭	factory worker: medium-light skin tone		People & Body	🧑‍🏭	medium-light
🧑🏽‍🏭	factory worker: medium skin tone		People & Body	🧑‍🏭	medium
🧑🏾‍🏭	factory worker: medium-dark skin tone		People & Body	🧑‍🏭	medium-dark
🧑🏿‍🏭	factory worker: dark skin tone		People & Body	🧑‍🏭	dark
👨‍🏭	man factory worker	man_factory_worker	People & Body	👨‍🏭	default
👨🏻‍🏭	man factory worker: light skin tone		People & Body	👨‍🏭	light
👨🏼‍🏭	man factory worker: medium-light skin tone		People & Body	👨‍🏭	medium-light
👨🏽‍🏭	man factory worker: medium skin tone		People & Body	👨‍🏭	medium
👨🏾‍🏭	man factory worker: medium-dark skin tone		People & Body	👨‍🏭	medium-dark
👨🏿‍🏭	man factory worker: dark skin tone		People & Body	👨‍🏭	dark
👩‍🏭	woman factory worker	woman_factory_worker	People & Body	👩‍🏭	default
👩🏻‍🏭	woman factory worker: light skin tone		People & Body	👩‍🏭	light
👩🏼‍🏭	woman factory worker: medium-light skin tone		People & Body	👩‍🏭	medium-light
👩🏽‍🏭	woman factory worker: medium skin tone		People & Body	👩‍🏭	medium
👩🏾‍🏭	woman factory worker: medium-dark skin tone		People & Body	👩‍🏭	medium-dark
👩🏿‍🏭	woman factory worker: dark skin tone		People & Body	👩‍🏭	dark
🧑‍💼	office worker	office_worker	People & Body	🧑‍💼	default
🧑🏻‍💼	office worker: light skin tone		People & Body	🧑‍💼	light
🧑🏼‍💼	office worker: medium-light skin tone		People & Body	🧑‍💼	medium-light
🧑🏽‍💼	office worker: medium skin tone		People & Body	🧑‍💼	medium
🧑🏾‍💼	office worker: medium-dark skin tone		People & Body	🧑‍💼	medium-dark
🧑🏿‍💼	office worker: dark skin tone		People & Body	🧑‍💼	dark
👨‍💼	man office worker	man_office_worker	People & Body	👨‍💼	default
👨🏻‍💼	man office worker: light skin tone		People & Body	👨‍💼	light
👨🏼‍💼	man office worker: medium-light skin tone		People & Body	👨‍💼	medium-light
👨🏽‍💼	man office worker: medium skin tone		People & Body	👨‍💼	medium
👨🏾‍💼	man office worker: medium-dark skin tone		People & Body	👨‍💼	medium-dark
👨🏿‍💼	man office worker: dark skin tone		People & Body	👨‍💼	dark
👩‍💼	woman office worker	woman_office_worker	People & Body	👩‍💼	default
👩🏻‍💼	woman office worker: light skin tone		People & Body	👩‍💼	light
👩🏼‍💼	woman office worker: medium-light skin tone		People & Body	👩‍💼	medium-light
👩🏽‍💼	woman office worker: medium skin tone		People & Body	👩‍💼	medium
👩🏾‍💼	woman office worker: medium-dark skin tone		People & Body	👩‍💼	medium-dark
👩🏿‍💼	woman office worker: dark skin tone		People & Body	👩‍💼	dark
🧑‍🔬	scientist	scientist	People & Body	🧑‍🔬	default
🧑🏻‍🔬	scientist: light skin tone		People & Body	🧑‍🔬	light
🧑🏼‍🔬	scientist: medium-light skin tone		People & Body	🧑‍🔬	medium-light
🧑🏽‍🔬	scientist: medium skin tone		People & Body	🧑‍🔬	medium
🧑🏾‍🔬	scientist: medium-dark skin tone		People & Body	🧑‍🔬	medium-dark
🧑🏿‍🔬	scientist: dark skin tone		People & Body	🧑‍🔬	dark
👨‍🔬	man scientist	man_scientist	People & Body	👨‍🔬	default
👨🏻‍🔬	man scientist: light skin tone		People & Body	👨‍🔬	light
👨🏼‍🔬	man scientist: medium-light skin tone		People & Body	👨‍🔬	medium-light
👨🏽‍🔬	man scientist: medium skin tone		People & Body	👨‍🔬	medium
👨🏾‍🔬	man scientist: medium-dark skin tone		People & Body	👨‍🔬	medium-dark
👨🏿‍🔬	man scientist: dark skin tone		People & Body	👨‍🔬	dark
👩‍🔬	woman scientist	woman_scientist	People & Body	👩‍🔬	default
👩🏻‍🔬	woman scientist: light skin tone		People & Body	👩‍🔬	light
👩🏼‍🔬	woman scientist: medium-light skin tone		People & Body	👩‍🔬	medium-light
👩🏽‍🔬	woman scientist: medium skin tone		People & Body	👩‍🔬	medium
👩🏾‍🔬	woman scientist: medium-dark skin tone		People & Body	👩‍🔬	medium-dark
👩🏿‍🔬	woman scientist: dark skin tone		People & Body	👩‍🔬	dark
🧑‍💻	technologist	technologist	People & Body	🧑‍💻	default
🧑🏻‍💻	technologist: light skin tone		People & Body	🧑‍💻	light
🧑🏼‍💻	technologist: medium-light skin tone		People & Body	🧑‍💻	medium-light
🧑🏽‍💻	technologist: medium skin tone		People & Body	🧑‍💻	medium
🧑🏾‍💻	technologist: medium-dark skin tone		People & Body	🧑‍💻	medium-dark
🧑🏿‍💻	technologist: dark skin tone		People & Body	🧑‍💻	dark
👨‍💻	man technologist	man_technologist	People & Body	👨‍💻	default
👨🏻‍💻	man technologist: light skin tone		People & Body	👨‍💻	light
👨🏼‍💻	man technologist: medium-light skin tone		People & Body	👨‍💻	medium-light
👨🏽‍💻	man technologist: medium skin tone		People & Body	👨‍💻	medium
👨🏾‍💻	man technologist: medium-dark skin tone		People & Body	👨‍💻	medium-dark
👨🏿‍💻	man technologist: dark skin tone		People & Body	👨‍💻	dark
👩‍💻	woman technologist	woman_technologist	People & Body	👩‍💻	default
👩🏻‍💻	woman technologist: light skin tone		People & Body	👩‍💻	light
👩🏼‍💻	woman technologist: medium-light skin tone		People & Body	👩‍💻	medium-light
👩🏽‍💻	woman technologist: medium skin tone		People & Body	👩‍💻	medium
👩🏾‍💻	woman technologist: medium-dark skin tone		People & Body	👩‍💻	medium-dark
👩🏿‍💻	woman technologist: dark skin tone		People & Body	👩‍💻	dark
🧑‍🎤	singer	singer	People & Body	🧑‍🎤	default
🧑🏻‍🎤	singer: light skin tone		People & Body	🧑‍🎤	light
🧑🏼‍🎤	singer: medium-light skin tone		People & Body	🧑‍🎤	medium-light
🧑🏽‍🎤	singer: medium skin tone		People & Body	🧑‍🎤	medium
🧑🏾‍🎤	singer: medium-dark skin tone		People & Body	🧑‍🎤	medium-dark
🧑🏿‍🎤	singer: dark skin tone		People & Body	🧑‍🎤	dark
👨‍🎤	man singer	man_singer	People & Body	👨‍🎤	default
👨🏻‍🎤	man singer: light skin tone		People & Body	👨‍🎤	light
👨🏼‍🎤	man singer: medium-light skin tone		People & Body	👨‍🎤	medium-light
👨🏽‍🎤	man singer: medium skin tone		People & Body	👨‍🎤	medium
👨🏾‍🎤	man singer: medium-dark skin tone		People & Body	👨‍🎤	medium-dark
👨🏿‍🎤	man singer: dark skin tone		People & Body	👨‍🎤	dark
👩‍🎤	woman singer	woman_singer	People & Body	👩‍🎤	default
👩🏻‍🎤	woman singer: light skin tone		People & Body	👩‍🎤	light
👩🏼‍🎤	woman singer: medium-light skin tone		People & Body	👩‍🎤	medium-light
👩🏽‍🎤	woman singer: medium skin tone		People & Body	👩‍🎤	medium
👩🏾‍🎤	woman singer: medium-dark skin tone		People & Body	👩‍🎤	medium-dark
👩🏿‍🎤	woman singer: dark skin tone		People & Body	👩‍🎤	dark
🧑‍🎨	artist	artist	People & Body	🧑‍🎨	default
🧑🏻‍🎨	artist: light skin tone		People & Body	🧑‍🎨	light
🧑🏼‍🎨	artist: medium-light skin tone		People & Body	🧑‍🎨	medium-light
🧑🏽‍🎨	artist: medium skin tone		People & Body	🧑‍🎨	medium
🧑🏾‍🎨	artist: medium-dark skin tone		People & Body	🧑‍🎨	medium-dark
🧑🏿‍🎨	artist: dark skin tone		People & Body	🧑‍🎨	dark
👨‍🎨	man artist	man_artist	People & Body	👨‍🎨	default
👨🏻‍🎨	man artist: light skin tone		People & Body	👨‍🎨	light
👨🏼‍🎨	man artist: medium-light skin tone		People & Body	👨‍🎨	medium-light
👨🏽‍🎨	man artist: medium skin tone		People & Body	👨‍🎨	medium
👨🏾‍🎨	man artist: medium-dark skin tone		People & Body	👨‍🎨	medium-dark
👨🏿‍🎨	man artist: dark skin tone		People & Body	👨‍🎨	dark
👩‍🎨	woman artist	woman_artist	People & Body	👩‍🎨	default
👩🏻‍🎨	woman artist: light skin tone		People & Body	👩‍🎨	light
👩🏼‍🎨	woman artist: medium-light skin tone		People & Body	👩‍🎨	medium-light
👩🏽‍🎨	woman artist: medium skin tone		People & Body	👩‍🎨	medium
👩🏾‍🎨	woman artist: medium-dark skin tone		People & Body	👩‍🎨	medium-dark
👩🏿‍🎨	woman artist: dark skin tone		People & Body	👩‍🎨	dark
🧑‍✈️	pilot	pilot	People & Body	🧑‍✈️	default
🧑🏻‍✈️	pilot: light skin tone		People & Body	🧑‍✈️	light
🧑🏼‍✈️	pilot: medium-light skin tone		People & Body	🧑‍✈️	medium-light
🧑🏽‍✈️	pilot: medium skin tone		People & Body	🧑‍✈️	medium
🧑🏾‍✈️	pilot: medium-dark skin tone		People & Body	🧑‍✈️	medium-dark
🧑🏿‍✈️	pilot: dark skin tone		People & Body	🧑‍✈️	dark
👨‍✈️	man pilot	man_pilot	People & Body	👨‍✈️	default
👨🏻‍✈️	man pilot: light skin tone		People & Body	👨‍✈️	light
👨🏼‍✈️	man pilot: medium-light skin tone		People & Body	👨‍✈️	medium-light
👨🏽‍✈️	man pilot: medium skin tone		People & Body	👨‍✈️	medium
👨🏾‍✈️	man pilot: medium-dark skin tone		People & Body	👨‍✈️	medium-dark
👨🏿‍✈️	man pilot: dark skin tone		People & Body	👨‍✈️	dark
👩‍✈️	woman pilot	woman_pilot	People & Body	👩‍✈️	default
👩🏻‍✈️	woman pilot: light skin tone		People & Body	👩‍✈️	light
👩🏼‍✈️	woman pilot: medium-light skin tone		People & Body	👩‍✈️	medium-light
👩🏽‍✈️	woman pilot: medium skin tone		People & Body	👩‍✈️	medium
👩🏾‍✈️	woman pilot: medium-dark skin tone		People & Body	👩‍✈️	medium-dark
👩🏿‍✈️	woman pilot: dark skin tone		People & Body	👩‍✈️	dark
🧑‍🚀	astronaut	astronaut	People & Body	🧑‍🚀	default
🧑🏻‍🚀	astronaut: light skin tone		People & Body	🧑‍🚀	light
🧑🏼‍🚀	astronaut: medium-light skin tone		People & Body	🧑‍🚀	medium-light
🧑🏽‍🚀	astronaut: medium skin tone		People & Body	🧑‍🚀	medium
🧑🏾‍🚀	astronaut: medium-dark skin tone		People & Body	🧑‍🚀	medium-dark
🧑🏿‍🚀	astronaut: dark skin tone		People & Body	🧑‍🚀	dark
👨‍🚀	man astronaut	man_astronaut	People & Body	👨‍🚀	default
👨🏻‍🚀	man astronaut: light skin tone		People & Body	👨‍🚀	light
👨🏼‍🚀	man astronaut: medium-light skin tone		People & Body	👨‍🚀	medium-light
👨🏽‍🚀	man astronaut: medium skin tone		People & Body	👨‍🚀	medium
👨🏾‍🚀	man astronaut: medium-dark skin tone		People & Body	👨‍🚀	medium-dark
👨🏿‍🚀	man astronaut: dark skin tone		People & Body	👨‍🚀	dark
👩‍🚀	woman astronaut	woman_astronaut	People & Body	👩‍🚀	default
👩🏻‍🚀	woman astronaut: light skin tone		People & Body	👩‍🚀	light
👩🏼‍🚀	woman astronaut: medium-light skin tone		People & Body	👩‍🚀	medium-light
👩🏽‍🚀	woman astronaut: medium skin tone		People & Body	👩‍🚀	medium
👩🏾‍🚀	woman astronaut: medium-dark skin tone		People & Body	👩‍🚀	medium-dark
👩🏿‍🚀	woman astronaut: dark skin tone		People & Body	👩‍🚀	dark
🧑‍🚒	firefighter	firefighter	People & Body	🧑‍🚒	default
🧑🏻‍🚒	firefighter: light skin tone		People & Body	🧑‍🚒	light
🧑🏼‍🚒	firefighter: medium-light skin tone		People & Body	🧑‍🚒	medium-light
🧑🏽‍🚒	firefighter: medium skin tone		People & Body	🧑‍🚒	medium
🧑🏾‍🚒	firefighter: medium-dark skin tone		People & Body	🧑‍🚒	medium-dark
🧑🏿‍🚒	firefighter: dark skin tone		People & Body	🧑‍🚒	dark
👨‍🚒	man firefighter	man_firefighter	People & Body	👨‍🚒	default
👨🏻‍🚒	man firefighter: light skin tone		People & Body	👨‍🚒	light
👨🏼‍🚒	man firefighter: medium-light skin tone		People & Body	👨‍🚒	medium-light
👨🏽‍🚒	man firefighter: medium skin tone		People & Body	👨‍🚒	medium
👨🏾‍🚒	man firefighter: medium-dark skin tone		People & Body	👨‍🚒	medium-dark
👨🏿‍🚒	man firefighter: dark skin tone		People & Body	👨‍🚒	dark
👩‍🚒	woman firefighter	woman_firefighter	People & Body	👩‍🚒	default
👩🏻‍🚒	woman firefighter: light skin tone		People & Body	👩‍🚒	light
👩🏼‍🚒	woman firefighter: medium-light skin tone		People & Body	👩‍🚒	medium-light
👩🏽‍🚒	woman firefighter: medium skin tone		People & Body	👩‍🚒	medium
👩🏾‍🚒	woman firefighter: medium-dark skin tone		People & Body	👩‍🚒	medium-dark
👩🏿‍🚒	woman firefighter: dark skin tone		People & Body	👩‍🚒	dark
👮	police officer	police_officer cop	People & Body	👮	default
👮🏻	police officer: light skin tone		People & Body	👮	light
